text,label,phishing_type,severity,confidence
"Subject: Quarterly roadmap

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Let me know if the timing works for you.

Best,
Cameron Martinez",0,legitimate,low,0.99
"Subject: Lab booking confirmation

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Jordan Nguyen",0,legitimate,low,0.98
"Dear user, your account has been restricted. Use the secure link to update password and restore access. Enter your verification code to continue.

Keywords: account preferences log in

Regards,
Riley Garcia",1,credential_harvesting,high,0.86
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: military, doctor, lonely, destiny

Account Services,
Jordan Patel",1,romance_dating,high,0.87
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: redirect, secret, notification

Account Services,
Casey Lee",1,generic_phishing,low,0.76
"Notice, this is an now notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, respond asap. This offer is last chance and expires midnight. Follow the instructions now.

Keywords: expires now

Sincerely,
Jamie Brown",1,urgency,high,0.72
"Notice, your login has been suspended. Use the secure link to verify your username and restore access. Enter your verification code to continue.

Keywords: password security code account forgot password

Risk Operations,
Avery Kim",1,credential_harvesting,high,0.82
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: classified, forward, announcement, auto-generated

Account Services,
Alex Martinez",1,generic_phishing,low,0.76
"Subject: Lab booking confirmation

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Thanks for reviewing the document.

Best,
Riley Wong",0,legitimate,low,0.98
"Account holder, congratulations! You are the selected recipient of a prize. To claim your gift of 3 BTC, please provide your credit card to process the sum. This offer is limited time.

Keywords: claim debit card thousand

Regards,
Sam Brown",1,financial_scam,medium,0.79
"Subject: Quarterly roadmap

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Let me know if the timing works for you.

Best,
Avery Wong",0,legitimate,low,0.97
"Subject: Onboarding checklist

Thanks for attending the workshop. Here are links to references and the slide deck.

I'll share the slides later today.

Best,
Sam Nguyen",0,legitimate,low,0.97
"Attention, we detected a login attempt on your account. To restore access, please confirm your information. Your account may be temporarily on hold until you recover it.

Keywords: deactivated security alert temporary hold unusual activity login attempt

Support Desk,
Jordan Brown",1,social_engineering,high,0.89
"Dear user, this is the government security team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: linkedin police human resources

Risk Operations,
Cameron Brown",1,authority_scam,high,0.92
"Subject: Team lunch planning

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Sam Kim",0,legitimate,low,0.96
"Subject: Invoice confirmation

Thanks for attending the workshop. Here are the links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Jordan Kim",0,legitimate,low,0.98
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: love, charity gala, dublin, widow

Security Team,
Avery Nguyen",1,romance_dating,high,0.7
"Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: two factor, passcode, sign in, reset

Support Desk,
Riley Singh",1,credential_harvesting,high,0.96
"Subject: Documentation review

Thanks for attending the workshop. Here are links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Morgan Singh",0,legitimate,low,0.96
"Subject: Training session notes

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Appreciate your feedback on this draft.

Best,
Casey Singh",0,legitimate,low,0.98
"Notice, final warning. Failure to respond will hold your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Keywords: lawsuit hold freeze summons violation

Support Desk,
Taylor Brown",1,threats,high,0.83
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: stolen, trust building, unusual, remembered you mentioning, sudden emergency, emergency loan

Security Team,
Sam Nguyen",1,social_engineering_advanced,high,0.83
"Subject: Conference registration

Sharing the revised documentation with examples. The endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Casey Garcia",0,legitimate,low,0.96
